onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS-	animals/dramaderry.jpg	Old	acquisition	DO	H	H	1.1059999999999999
11.116	3.0	CS-	animals/caterpillarpeacockmoth.jpg	Old	baseline	DO	H	H	1.075
18.2	3.0	CS+	tools/camera.jpg	Old	extinction	MO	H	M	2.085
25.283	3.0	CS+	tools/clamp.jpg	New	foil	MN	CR	CR	1.661
32.366	3.0	CS-	animals/leafinsect.jpg	New	foil	MO	FA	CR	1.9880000000000002
39.45	3.0	CS-	animals/shrimp.jpg	Old	extinction	MO	H	M	1.864
46.516000000000005	3.0	CS+	tools/snowbrush.jpg	New	foil	MO	FA	CR	2.474
53.617	3.0	CS-	animals/sheep.jpg	Old	acquisition	MN	M	M	1.656
60.717	3.0	CS+	tools/gardenhose.jpg	Old	baseline	MN	M	M	2.1790000000000003
67.817	3.0	CS+	tools/thermometer.jpg	Old	acquisition	DO	H	H	2.334
74.917	3.0	CS-	animals/porcupine.jpg	Old	baseline	DO	H	H	1.307
82.01700000000001	3.0	CS+	tools/razorblade.jpg	New	foil	DN	CR	CR	1.694
89.117	3.0	CS+	tools/blackboard.jpg	Old	acquisition	MN	M	M	1.775
96.21700000000001	3.0	CS+	tools/workbench.jpg	Old	extinction	MO	H	M	2.6660000000000004
103.31700000000001	3.0	CS+	tools/hairdryer.jpg	Old	baseline	MN	M	M	1.4180000000000001
110.417	3.0	CS-	animals/slug.jpg	New	foil	MO	FA	CR	1.4569999999999999
117.5	3.0	CS+	tools/battery.jpg	New	foil	MO	FA	CR	2.484
124.583	3.0	CS-	animals/wasp.jpg	New	foil	MN	CR	CR	2.695
131.667	3.0	CS-	animals/marlin.jpg	New	foil	MO	FA	CR	1.2229999999999999
138.75	3.0	CS-	animals/hyena.jpg	Old	extinction	DO	H	H	1.7630000000000001
145.817	3.0	CS-	animals/caracal.jpg	New	foil	MO	FA	CR	2.461
152.9	3.0	CS-	animals/tragopan.jpg	New	foil	MO	FA	CR	2.148
159.967	3.0	CS-	animals/mahimahi.jpg	Old	acquisition	MO	H	M	1.854
167.05	3.0	CS-	animals/pelican.jpg	Old	baseline	MO	H	M	1.735
174.13299999999998	3.0	CS+	tools/ruler.jpg	Old	acquisition	MN	M	M	2.477
181.217	3.0	CS+	tools/fan.jpg	Old	acquisition	MO	H	M	2.279
188.283	3.0	CS+	tools/microwave.jpg	Old	extinction	MN	M	M	2.295
195.36700000000002	3.0	CS+	tools/faxmachine.jpg	Old	baseline	MN	M	M	1.2830000000000001
202.45	3.0	CS+	tools/duster.jpg	New	foil	MN	CR	CR	1.546
209.533	3.0	CS+	tools/measuringtape.jpg	Old	extinction	MO	H	M	1.391
216.61700000000002	3.0	CS-	animals/firebug.jpg	Old	acquisition	MO	H	M	1.77
223.7	3.0	CS+	tools/laptop.jpg	New	foil	DN	CR	CR	1.838
230.78400000000002	3.0	CS-	animals/flamingo.jpg	Old	extinction	MO	H	M	2.415
237.85	3.0	CS+	tools/rollingpin.jpg	Old	baseline	MO	H	M	2.029
244.93400000000003	3.0	CS+	tools/hedgeshears.jpg	New	foil	MN	CR	CR	2.676
252.017	3.0	CS-	animals/pigeon.jpg	Old	baseline	DO	H	H	1.5930000000000002
259.1	3.0	CS-	animals/marmot.jpg	Old	extinction	MO	H	M	1.716
266.184	3.0	CS-	animals/beardeddragon.jpg	New	foil	DO	FA	FA	1.5659999999999998
273.267	3.0	CS+	tools/sawblade.jpg	New	foil	MO	FA	CR	2.7710000000000004
280.367	3.0	CS-	animals/orangutan.jpg	New	foil	MO	FA	CR	1.912
287.467	3.0	CS+	tools/stapler.jpg	New	foil	MO	FA	CR	1.496
295.55	3.0	CS-	animals/malaysianjunglenymph.jpg	New	foil	MO	FA	CR	2.059
303.634	3.0	CS-	animals/goldfish.jpg	Old	extinction	DO	H	H	1.53
311.70099999999996	3.0	CS+	tools/ladder.jpg	Old	baseline	MO	H	M	1.88
319.767	3.0	CS-	animals/rooster.jpg	New	foil	MO	FA	CR	2.0269999999999997
327.851	3.0	CS+	tools/anvil.jpg	New	foil	MN	CR	CR	2.418
335.95099999999996	3.0	CS+	tools/solderingtorch.jpg	Old	extinction	MN	M	M	2.001
344.051	3.0	CS-	animals/armadillo.jpg	New	foil	MO	FA	CR	1.795
352.134	3.0	CS-	animals/mink.jpg	Old	acquisition	MO	H	M	1.722
360.217	3.0	CS-	animals/camel.jpg	Old	acquisition	MO	H	M	2.0269999999999997
368.301	3.0	CS+	tools/scratchawl.jpg	New	foil	MO	FA	CR	1.899
376.384	3.0	CS+	tools/pizzacutter.jpg	New	foil	MO	FA	CR	2.287
384.467	3.0	CS-	animals/owl.jpg	New	foil	MO	FA	CR	1.3459999999999999
392.534	3.0	CS+	tools/plow.jpg	Old	baseline	MN	M	M	2.1919999999999997
400.61699999999996	3.0	CS-	animals/horse.jpg	Old	extinction	MO	H	M	2.362
408.70099999999996	3.0	CS+	tools/sparkplug.jpg	Old	acquisition	MO	H	M	2.739
416.784	3.0	CS+	tools/broom.jpg	Old	acquisition	MN	M	M	1.976
424.86699999999996	3.0	CS-	animals/mole.jpg	Old	baseline	DO	H	H	2.653
432.95099999999996	3.0	CS+	tools/edger.jpg	Old	extinction	MO	H	M	1.91
441.034	3.0	CS-	animals/gerbil.jpg	Old	baseline	MO	H	M	2.0069999999999997
449.11800000000005	3.0	CS-	animals/dove.jpg	New	foil	MO	FA	CR	1.7630000000000001
457.184	3.0	CS-	animals/stinkbug.jpg	New	foil	DO	FA	FA	1.489
465.26800000000003	3.0	CS+	tools/monkeywrench.jpg	Old	extinction	MO	H	M	2.414
473.334	3.0	CS-	animals/crab.jpg	New	foil	MO	FA	CR	2.5069999999999997
481.418	3.0	CS-	animals/mouse.jpg	Old	acquisition	MO	H	M	1.686
489.501	3.0	CS-	animals/caterpillarhawkmoth.jpg	Old	extinction	MO	H	M	2.082
497.584	3.0	CS-	animals/boar.jpg	Old	baseline	MO	H	M	2.318
505.668	3.0	CS+	tools/flashlight.jpg	New	foil	MN	CR	CR	1.229
513.751	3.0	CS+	tools/ropeandpulley.jpg	Old	baseline	MO	H	M	2.1
521.8340000000001	3.0	CS+	tools/telephone.jpg	New	foil	MO	FA	CR	2.6460000000000004
529.918	3.0	CS+	tools/scissors.jpg	Old	baseline	MN	M	M	2.036
538.001	3.0	CS+	tools/jumpercables.jpg	Old	extinction	MO	H	M	2.023
546.0840000000001	3.0	CS+	tools/measuringcups.jpg	Old	acquisition	DO	H	H	1.183
554.168	3.0	CS-	animals/cricket.jpg	Old	extinction	MO	H	M	1.751
