onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.034	3.0	CS-	tools/snowbrush.jpg	New	foil	DO	FA	FA	1.3780000000000001
11.134	3.0	CS-	tools/pizzacutter.jpg	New	foil	DN	CR	CR	1.564
18.2	3.0	CS+	animals/racoon.jpg	Old	baseline	DO	H	H	1.0170000000000001
25.267	3.0	CS-	tools/flashlight.jpg	New	foil	MN	CR	CR	1.263
32.333	3.0	CS+	animals/caracal.jpg	New	foil	MN	CR	CR	1.4
39.417	3.0	CS+	animals/hummingbird.jpg	Old	acquisition	MO	H	M	1.511
46.483000000000004	3.0	CS-	tools/duffelbag.jpg	Old	baseline	MO	H	M	1.264
53.55	3.0	CS-	tools/wrench.jpg	Old	extinction	DO	H	H	1.005
60.633	3.0	CS-	tools/lawnmower.jpg	Old	extinction	MO	H	M	1.357
67.717	3.0	CS+	animals/chipmunk.jpg	Old	extinction	DO	H	H	1.067
74.783	3.0	CS+	animals/seal.jpg	Old	extinction	DO	H	H	0.9079999999999999
81.883	3.0	CS-	tools/pliers.jpg	Old	acquisition	DO	H	H	1.1440000000000001
88.95	3.0	CS+	animals/stinkbug.jpg	New	foil	DO	FA	FA	0.862
96.01700000000001	3.0	CS-	tools/hammer.jpg	Old	baseline	DO	H	H	1.182
103.083	3.0	CS+	animals/marlin.jpg	New	foil	MO	FA	CR	1.151
110.15	3.0	CS-	tools/pick.jpg	New	foil	DO	FA	FA	1.308
117.23299999999999	3.0	CS+	animals/perch.jpg	Old	baseline	DO	H	H	1.411
124.31700000000001	3.0	CS-	tools/chisel.jpg	Old	acquisition	MN	M	M	1.8
131.38299999999998	3.0	CS+	animals/wasp.jpg	New	foil	MO	FA	CR	1.889
138.467	3.0	CS+	animals/baboon.jpg	Old	acquisition	DO	H	H	0.9179999999999999
145.567	3.0	CS-	tools/battery.jpg	New	foil	DO	FA	FA	1.3019999999999998
152.65	3.0	CS-	tools/measuringdevice.jpg	Old	extinction	MO	H	M	1.38
159.717	3.0	CS+	animals/leafinsect.jpg	New	foil	DO	FA	FA	1.2890000000000001
166.8	3.0	CS+	animals/turkey.jpg	Old	extinction	MO	H	M	1.166
173.86700000000002	3.0	CS+	animals/canary.jpg	Old	baseline	DO	H	H	0.912
180.933	3.0	CS-	tools/carabiner.jpg	New	foil	MN	CR	CR	1.7209999999999999
188.017	3.0	CS+	animals/leopard.jpg	Old	acquisition	DO	H	H	0.7809999999999999
195.083	3.0	CS+	animals/armadillo.jpg	New	foil	MO	FA	CR	1.26
202.167	3.0	CS-	tools/airpump.jpg	Old	baseline	DO	H	H	1.5219999999999998
209.267	3.0	CS+	animals/crab.jpg	New	foil	DN	CR	CR	2.455
216.36700000000002	3.0	CS+	animals/rooster.jpg	New	foil	MO	FA	CR	1.44
223.467	3.0	CS+	animals/brown_bear.jpg	Old	extinction	DO	H	H	1.051
230.55	3.0	CS-	tools/stapler.jpg	New	foil	MO	FA	CR	1.421
237.63299999999998	3.0	CS-	tools/stove.jpg	Old	acquisition	DO	H	H	1.631
244.717	3.0	CS-	tools/routerplane.jpg	Old	extinction	DO	H	H	1.463
251.783	3.0	CS-	tools/weldinghelmet.jpg	Old	acquisition	MO	H	M	1.3769999999999998
258.85	3.0	CS-	tools/laptop.jpg	New	foil	DN	CR	CR	1.989
265.933	3.0	CS-	tools/squeegee.jpg	Old	baseline	MO	H	M	1.6130000000000002
273.017	3.0	CS+	animals/herculesbeetle.jpg	Old	acquisition	DO	H	H	1.01
280.117	3.0	CS+	animals/salmon.jpg	Old	baseline	DO	H	H	1.5190000000000001
287.217	3.0	CS+	animals/slug.jpg	New	foil	DO	FA	FA	1.248
295.283	3.0	CS-	tools/rake.jpg	Old	acquisition	DO	H	H	0.948
303.367	3.0	CS+	animals/rabbit.jpg	Old	extinction	DO	H	H	0.818
311.467	3.0	CS-	tools/chainsaw.jpg	Old	baseline	DO	H	H	1.145
319.533	3.0	CS+	animals/cat.jpg	Old	baseline	DO	H	H	1.192
327.617	3.0	CS+	animals/partridge.jpg	Old	extinction	DO	H	H	1.1540000000000001
335.717	3.0	CS-	tools/blower.jpg	Old	baseline	DO	H	H	1.195
343.783	3.0	CS-	tools/sawblade.jpg	New	foil	DN	CR	CR	1.643
351.86699999999996	3.0	CS+	animals/orangutan.jpg	New	foil	DO	FA	FA	1.2890000000000001
359.95	3.0	CS-	tools/clamp.jpg	New	foil	DO	FA	FA	1.3030000000000002
368.033	3.0	CS+	animals/cranebug.jpg	Old	baseline	DO	H	H	1.033
376.11699999999996	3.0	CS+	animals/beardeddragon.jpg	New	foil	MN	CR	CR	1.597
384.18300000000005	3.0	CS+	animals/tragopan.jpg	New	foil	MO	FA	CR	1.367
392.267	3.0	CS+	animals/cow.jpg	Old	acquisition	DO	H	H	0.903
400.36699999999996	3.0	CS-	tools/spoon.jpg	Old	extinction	MN	M	M	1.85
408.43300000000005	3.0	CS-	tools/anvil.jpg	New	foil	DO	FA	FA	1.056
416.517	3.0	CS-	tools/eraser.jpg	Old	extinction	DO	H	H	1.196
424.583	3.0	CS+	animals/snapper.jpg	Old	acquisition	MO	H	M	1.421
432.667	3.0	CS-	tools/scratchawl.jpg	New	foil	MN	CR	CR	1.88
440.733	3.0	CS-	tools/paintroller.jpg	Old	acquisition	MN	M	M	1.321
448.81699999999995	3.0	CS-	tools/razorblade.jpg	New	foil	MO	FA	CR	1.624
456.917	3.0	CS+	animals/anteater.jpg	Old	extinction	DO	H	H	1.0490000000000002
464.983	3.0	CS+	animals/starfish.jpg	Old	baseline	DO	H	H	0.91
473.06699999999995	3.0	CS+	animals/quail.jpg	Old	acquisition	DO	H	H	0.968
481.15	3.0	CS-	tools/woodchipper.jpg	Old	extinction	DO	H	H	0.975
489.233	3.0	CS+	animals/waterbuffalo.jpg	Old	acquisition	DO	H	H	0.767
497.31699999999995	3.0	CS-	tools/videogamecontroller.jpg	Old	baseline	DO	H	H	1.0390000000000001
505.4	3.0	CS+	animals/malaysianjunglenymph.jpg	New	foil	MO	FA	CR	1.636
513.4830000000001	3.0	CS+	animals/carp.jpg	Old	extinction	DO	H	H	0.835
521.567	3.0	CS-	tools/toaster.jpg	Old	baseline	MO	H	M	1.465
529.633	3.0	CS+	animals/earthworm.jpg	New	foil	DN	CR	CR	1.344
537.717	3.0	CS-	tools/wheelbarrow.jpg	Old	acquisition	DO	H	H	0.902
545.817	3.0	CS-	tools/telephone.jpg	New	foil	MO	FA	CR	1.459
553.9169999999999	3.0	CS+	animals/dove.jpg	New	foil	MO	FA	CR	1.075
562.0169999999999	3.0	CS-	tools/duster.jpg	New	foil	MN	CR	CR	1.4769999999999999
570.117	3.0	CS-	tools/weedeater.jpg	Old	extinction	MN	M	M	1.7519999999999998
578.217	3.0	CS-	tools/shoehorn.jpg	Old	acquisition	DO	H	H	1.493
586.317	3.0	CS+	animals/owl.jpg	New	foil	DO	FA	FA	1.057
594.4169999999999	3.0	CS+	animals/halibut.jpg	Old	baseline	MO	H	M	1.163
602.4830000000001	3.0	CS-	tools/hedgeshears.jpg	New	foil	MO	FA	CR	1.433
