onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.034	3.0	CS-	tools/sawblade.jpg	New	foil	MO	FA	CR	2.512
11.1	3.0	CS+	animals/stinkbug.jpg	New	foil	MO	FA	CR	1.016
18.184	3.0	CS+	animals/hummingbird.jpg	Old	acquisition	DO	H	H	1.262
25.25	3.0	CS+	animals/waterbuffalo.jpg	Old	acquisition	MO	H	M	1.1840000000000002
32.334	3.0	CS+	animals/partridge.jpg	Old	extinction	MN	M	M	1.361
39.4	3.0	CS+	animals/starfish.jpg	Old	baseline	MO	H	M	1.527
46.467	3.0	CS+	animals/wasp.jpg	New	foil	MN	CR	CR	0.7929999999999999
53.55	3.0	CS-	tools/shoehorn.jpg	Old	acquisition	MN	M	M	1.389
60.617	3.0	CS-	tools/blower.jpg	Old	baseline	MO	H	M	1.929
67.684	3.0	CS-	tools/carabiner.jpg	New	foil	MO	FA	CR	1.123
74.767	3.0	CS-	tools/measuringdevice.jpg	Old	extinction	MO	H	M	1.186
81.851	3.0	CS+	animals/turkey.jpg	Old	extinction	MN	M	M	1.246
88.917	3.0	CS-	tools/eraser.jpg	Old	extinction	MN	M	M	1.045
95.984	3.0	CS-	tools/clamp.jpg	New	foil	MN	CR	CR	0.9079999999999999
103.06700000000001	3.0	CS-	tools/airpump.jpg	Old	baseline	MO	H	M	0.991
110.15100000000001	3.0	CS+	animals/crab.jpg	New	foil	MO	FA	CR	1.124
117.234	3.0	CS-	tools/wheelbarrow.jpg	Old	acquisition	MO	H	M	0.882
124.28399999999999	3.0	CS-	tools/pick.jpg	New	foil	MO	FA	CR	1.081
131.36700000000002	3.0	CS+	animals/orangutan.jpg	New	foil	MO	FA	CR	1.709
138.467	3.0	CS+	animals/cat.jpg	Old	baseline	MO	H	M	1.305
145.55100000000002	3.0	CS+	animals/seal.jpg	Old	extinction	DO	H	H	1.024
152.651	3.0	CS+	animals/slug.jpg	New	foil	MO	FA	CR	1.185
159.751	3.0	CS-	tools/anvil.jpg	New	foil	MO	FA	CR	1.105
166.851	3.0	CS-	tools/duffelbag.jpg	Old	baseline	DO	H	H	1.702
173.951	3.0	CS-	tools/paintroller.jpg	Old	acquisition	MO	H	M	1.281
181.017	3.0	CS+	animals/earthworm.jpg	New	foil	MN	CR	CR	1.429
188.101	3.0	CS-	tools/lawnmower.jpg	Old	extinction	MO	H	M	1.073
195.201	3.0	CS-	tools/rake.jpg	Old	acquisition	MO	H	M	0.973
202.28400000000002	3.0	CS-	tools/chainsaw.jpg	Old	baseline	MO	H	M	1.3219999999999998
209.36700000000002	3.0	CS-	tools/stapler.jpg	New	foil	MO	FA	CR	1.452
216.451	3.0	CS+	animals/tragopan.jpg	New	foil	MO	FA	CR	0.9890000000000001
223.53400000000002	3.0	CS+	animals/chipmunk.jpg	Old	extinction	MO	H	M	1.054
230.61700000000002	3.0	CS-	tools/razorblade.jpg	New	foil	MO	FA	CR	1.641
237.701	3.0	CS-	tools/scratchawl.jpg	New	foil	MO	FA	CR	0.976
244.78400000000002	3.0	CS+	animals/snapper.jpg	Old	acquisition	MO	H	M	0.992
251.86700000000002	3.0	CS+	animals/quail.jpg	Old	acquisition	MO	H	M	1.3259999999999998
258.95099999999996	3.0	CS+	animals/racoon.jpg	Old	baseline	MO	H	M	1.04
266.034	3.0	CS+	animals/rooster.jpg	New	foil	MN	CR	CR	1.858
273.101	3.0	CS+	animals/halibut.jpg	Old	baseline	MO	H	M	1.045
280.16700000000003	3.0	CS-	tools/spoon.jpg	Old	extinction	MO	H	M	1.422
287.251	3.0	CS-	tools/flashlight.jpg	New	foil	MO	FA	CR	0.779
295.318	3.0	CS+	animals/baboon.jpg	Old	acquisition	MO	H	M	1.016
303.384	3.0	CS+	animals/rabbit.jpg	Old	extinction	MO	H	M	0.965
311.468	3.0	CS-	tools/wrench.jpg	Old	extinction	MO	H	M	0.893
319.568	3.0	CS-	tools/battery.jpg	New	foil	MO	FA	CR	1.405
327.668	3.0	CS+	animals/beardeddragon.jpg	New	foil	MO	FA	CR	0.965
335.73400000000004	3.0	CS-	tools/toaster.jpg	Old	baseline	MO	H	M	2.272
343.81800000000004	3.0	CS+	animals/canary.jpg	Old	baseline	MO	H	M	1.234
351.901	3.0	CS-	tools/weedeater.jpg	Old	extinction	MO	H	M	1.296
359.95099999999996	3.0	CS-	tools/videogamecontroller.jpg	Old	baseline	DO	H	H	1.252
368.034	3.0	CS-	tools/pliers.jpg	Old	acquisition	MO	H	M	0.898
376.101	3.0	CS+	animals/caracal.jpg	New	foil	MN	CR	CR	1.511
384.168	3.0	CS+	animals/cow.jpg	Old	acquisition	MO	H	M	1.1740000000000002
392.251	3.0	CS+	animals/owl.jpg	New	foil	MN	CR	CR	1.548
400.31800000000004	3.0	CS-	tools/telephone.jpg	New	foil	MO	FA	CR	1.042
408.401	3.0	CS+	animals/marlin.jpg	New	foil	MO	FA	CR	1.168
416.468	3.0	CS+	animals/perch.jpg	Old	baseline	MO	H	M	0.8390000000000001
424.551	3.0	CS-	tools/chisel.jpg	Old	acquisition	MO	H	M	0.945
432.61800000000005	3.0	CS-	tools/duster.jpg	New	foil	MN	CR	CR	1.135
440.70099999999996	3.0	CS+	animals/brown_bear.jpg	Old	extinction	MO	H	M	0.9740000000000001
448.785	3.0	CS-	tools/weldinghelmet.jpg	Old	acquisition	MN	M	M	1.421
456.86800000000005	3.0	CS+	animals/leafinsect.jpg	New	foil	MN	CR	CR	1.798
464.935	3.0	CS+	animals/armadillo.jpg	New	foil	MN	CR	CR	1.205
473.035	3.0	CS-	tools/hedgeshears.jpg	New	foil	MO	FA	CR	1.04
481.135	3.0	CS-	tools/laptop.jpg	New	foil	MO	FA	CR	1.7719999999999998
489.235	3.0	CS+	animals/herculesbeetle.jpg	Old	acquisition	MO	H	M	1.4269999999999998
497.335	3.0	CS-	tools/snowbrush.jpg	New	foil	MO	FA	CR	0.8340000000000001
505.401	3.0	CS+	animals/carp.jpg	Old	extinction	MO	H	M	0.856
513.485	3.0	CS-	tools/routerplane.jpg	Old	extinction	MN	M	M	1.524
521.568	3.0	CS-	tools/squeegee.jpg	Old	baseline	MO	H	M	0.7609999999999999
529.635	3.0	CS-	tools/woodchipper.jpg	Old	extinction	MO	H	M	1.127
537.7180000000001	3.0	CS-	tools/hammer.jpg	Old	baseline	MO	H	M	0.9329999999999999
545.785	3.0	CS+	animals/cranebug.jpg	Old	baseline	MO	H	M	1.3559999999999999
553.868	3.0	CS+	animals/salmon.jpg	Old	baseline	MO	H	M	0.8390000000000001
561.951	3.0	CS+	animals/malaysianjunglenymph.jpg	New	foil	MN	CR	CR	1.5090000000000001
570.035	3.0	CS-	tools/stove.jpg	Old	acquisition	MO	H	M	1.196
578.101	3.0	CS+	animals/anteater.jpg	Old	extinction	MO	H	M	1.284
586.168	3.0	CS+	animals/leopard.jpg	Old	acquisition	MO	H	M	1.065
594.235	3.0	CS+	animals/dove.jpg	New	foil	MO	FA	CR	0.924
602.318	3.0	CS-	tools/pizzacutter.jpg	New	foil	MO	FA	CR	0.9990000000000001
